,index,User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors,Fraud,trans_date_trans_time,Trans_hour,Day_of_week,MCC_Category,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,index,cc_num,val_for_agg,trans_date,hist_trans_60d,hist_trans_24h,hist_fraud_trans_24h,hist_fraud_trans_2h,hist_trans_avg_amt_60d
811,805,4,0,2008,10,26,15:15,89.47,Swipe Transaction,-4.31714E+18,San Francisco,CA,94133,5211,,No,2008/10/26 15:15,15,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/26,79,5,0,0,85.45037975
812,806,4,0,2008,10,27,8:39,27.52,Swipe Transaction,4.72291E+18,San Francisco,CA,94121,5411,,No,2008/10/27 8:39,8,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/27,81,5,0,0,85.30292683
813,807,4,0,2008,10,27,9:34,92.06,Swipe Transaction,-4.15728E+18,San Francisco,CA,94117,5211,,No,2008/10/27 9:34,9,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/27,81,3,0,0,85.30292683
814,808,4,0,2008,10,28,9:39,106.6,Swipe Transaction,-2.91654E+18,Fremont,CA,94539,5719,,No,2008/10/28 9:39,9,Tuesday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/28,83,4,0,0,85.38433735
815,809,4,0,2008,10,29,8:16,140.65,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/10/29 8:16,8,Wednesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/29,84,1,0,0,85.63690476
816,810,4,0,2008,10,29,9:33,106.26,Swipe Transaction,-4.15728E+18,San Francisco,CA,94117,5211,,No,2008/10/29 9:33,9,Wednesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/29,84,2,0,0,85.63690476
817,811,4,0,2008,10,29,15:26,57.69,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/10/29 15:26,15,Wednesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/29,84,3,0,0,85.63690476
818,812,4,0,2008,10,30,15:08,107.59,Swipe Transaction,5.81722E+18,San Francisco,CA,94117,5912,,No,2008/10/30 15:08,15,Thursday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/30,87,3,0,0,86.18505747
819,813,4,0,2008,10,31,15:20,78.37,Swipe Transaction,-6.73834E+18,San Francisco,CA,94122,7538,,No,2008/10/31 15:20,15,Friday,Business Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/31,88,2,0,0,86.33775281
820,814,4,0,2008,10,31,15:25,50.8,Swipe Transaction,-3.22076E+18,Oakland,CA,94611,5311,,No,2008/10/31 15:25,15,Friday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/10/31,88,1,0,0,86.33775281
821,815,4,0,2008,11,1,9:31,5.25,Swipe Transaction,1.8357E+18,San Francisco,CA,94117,5812,,No,2008/11/1 9:31,9,Saturday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/1,90,2,0,0,84.36170213
822,816,4,0,2008,11,1,9:49,84.51,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/11/1 9:49,9,Saturday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/1,90,3,0,0,84.36170213
823,817,4,0,2008,11,1,10:20,97.85,Swipe Transaction,4.72291E+18,San Francisco,CA,94121,5411,,No,2008/11/1 10:20,10,Saturday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/1,90,4,0,0,84.36170213
824,818,4,0,2008,11,1,12:30,7.53,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/1 12:30,12,Saturday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/1,90,5,0,0,84.36170213
825,819,4,0,2008,11,1,15:28,93.32,Swipe Transaction,9.05774E+18,San Francisco,CA,94118,5311,,No,2008/11/1 15:28,15,Saturday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/1,90,6,0,0,84.36170213
826,820,4,0,2008,11,2,9:50,114.72,Swipe Transaction,-7.14667E+18,San Francisco,CA,94133,5970,,No,2008/11/2 9:50,9,Sunday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/2,95,5,0,0,84.456
827,821,4,0,2008,11,2,15:22,68.88,Swipe Transaction,-2.91654E+18,Fremont,CA,94539,5719,,No,2008/11/2 15:22,15,Sunday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/2,95,4,0,0,84.456
828,822,4,0,2008,11,3,7:25,103.72,Swipe Transaction,2.81437E+18,San Francisco,CA,94117,8011,,No,2008/11/3 7:25,7,Monday,Professional Services and Membership Organizations,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/3,97,3,0,0,84.16831683
829,823,4,0,2008,11,3,8:15,103.47,Swipe Transaction,-3.31891E+18,San Francisco,CA,94117,5621,,No,2008/11/3 8:15,8,Monday,Clothing Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/3,97,3,0,0,84.16831683
830,824,4,0,2008,11,3,10:02,78.43,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/11/3 10:02,10,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/3,97,4,0,0,84.16831683
831,825,4,0,2008,11,3,12:47,8.46,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/3 12:47,12,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/3,97,4,0,0,84.16831683
832,826,4,0,2008,11,3,17:35,353,Swipe Transaction,-3.02041E+18,Soda Springs,ID,83276,7011,,No,2008/11/3 17:35,17,Monday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/3,97,5,0,0,84.16831683
833,827,4,0,2008,11,4,9:59,149.92,Swipe Transaction,2.49792E+18,Soda Springs,ID,83276,5211,,No,2008/11/4 9:59,9,Tuesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/4,102,5,0,0,86.80392157
834,828,4,0,2008,11,4,15:05,78.51,Swipe Transaction,3.95215E+18,Twin Falls,ID,83301,7538,,No,2008/11/4 15:05,15,Tuesday,Business Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/4,102,4,0,0,86.80392157
835,829,4,0,2008,11,4,19:36,24.68,Swipe Transaction,-7.14667E+18,Salt Lake City,UT,84104,5970,,No,2008/11/4 19:36,19,Tuesday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/4,102,3,0,0,86.80392157
836,830,4,0,2008,11,5,13:11,36.94,Swipe Transaction,-5.16204E+18,Twin Falls,ID,83301,5541,,No,2008/11/5 13:11,13,Wednesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/5,105,3,0,0,86.26462264
837,831,4,0,2008,11,5,18:32,178.08,Swipe Transaction,-3.02041E+18,Soda Springs,ID,83276,7011,,No,2008/11/5 18:32,18,Wednesday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/5,105,3,0,0,86.26462264
838,832,4,0,2008,11,5,18:47,-353,Swipe Transaction,-3.02041E+18,Soda Springs,ID,83276,7011,,No,2008/11/5 18:47,18,Wednesday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/5,105,3,0,0,86.26462264
839,833,4,0,2008,11,6,7:17,108.39,Swipe Transaction,2.81437E+18,San Francisco,CA,94117,8011,,No,2008/11/6 7:17,7,Thursday,Professional Services and Membership Organizations,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/6,108,4,0,0,83.0475
840,834,4,0,2008,11,6,8:25,149.55,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/11/6 8:25,8,Thursday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/6,108,4,0,0,83.0475
841,835,4,0,2008,11,6,9:51,88.66,Swipe Transaction,-4.31714E+18,San Francisco,CA,94133,5211,,No,2008/11/6 9:51,9,Thursday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/6,108,5,0,0,83.0475
842,836,4,0,2008,11,6,21:33,81.11,Online Transaction,-9.09268E+18, ONLINE,,,4900,,No,2008/11/6 21:33,21,Thursday,Utility Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/6,108,6,0,0,83.0475
843,837,4,0,2008,11,7,6:07,244.92,Swipe Transaction,-5.59911E+18,San Francisco,CA,94117,8021,,No,2008/11/7 6:07,6,Friday,Professional Services and Membership Organizations,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/7,112,4,0,0,83.90035714
844,838,4,0,2008,11,7,6:55,107.54,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/7 6:55,6,Friday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/7,112,5,0,0,83.90035714
845,839,4,0,2008,11,7,11:34,17.58,Swipe Transaction,6.09856E+18,San Francisco,CA,94122,4214,,No,2008/11/7 11:34,11,Friday,Transportation Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/7,112,6,0,0,83.90035714
846,840,4,0,2008,11,7,21:28,38.41,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/7 21:28,21,Friday,Transportation Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/7,112,4,0,0,83.90035714
847,841,4,0,2008,11,8,9:39,79.12,Swipe Transaction,-7.14667E+18,San Francisco,CA,94133,5970,,No,2008/11/8 9:39,9,Saturday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/8,116,5,0,0,83.79864407
848,842,4,0,2008,11,8,9:41,3.83,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/8 9:41,9,Saturday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/8,116,3,0,0,83.79864407
849,843,4,0,2008,11,8,15:20,111.78,Swipe Transaction,5.43259E+18,San Francisco,CA,94117,5912,,No,2008/11/8 15:20,15,Saturday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/8,116,4,0,0,83.79864407
850,844,4,0,2008,11,8,21:07,31.63,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/8 21:07,21,Saturday,Transportation Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/8,116,4,0,0,83.79864407
851,845,4,0,2008,11,9,21:03,205.48,Swipe Transaction,-7.84345E+18,San Francisco,CA,94117,4900,,No,2008/11/9 21:03,21,Sunday,Utility Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/9,120,5,0,0,83.59708333
852,846,4,0,2008,11,10,6:53,91.43,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/10 6:53,6,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/10,121,2,0,0,84.05801587
853,847,4,0,2008,11,10,9:13,87.28,Swipe Transaction,-5.47568E+18,Alameda,CA,94501,5942,,No,2008/11/10 9:13,9,Monday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/10,121,2,0,0,84.05801587
854,848,4,0,2008,11,10,9:55,74.34,Swipe Transaction,-2.91654E+18,Fremont,CA,94539,5719,,No,2008/11/10 9:55,9,Monday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/10,121,3,0,0,84.05801587
855,849,4,0,2008,11,10,15:10,90.03,Swipe Transaction,-3.39554E+18,San Francisco,CA,94118,5311,,No,2008/11/10 15:10,15,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/10,121,4,0,0,84.05801587
856,850,4,0,2008,11,10,18:57,11.1,Online Transaction,6.45521E+18, ONLINE,,,5815,,No,2008/11/10 18:57,18,Monday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/10,121,5,0,0,84.05801587
857,851,4,0,2008,11,10,19:46,35.64,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/11/10 19:46,19,Monday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/10,121,6,0,0,84.05801587
858,852,4,0,2008,11,11,6:31,121.69,Swipe Transaction,5.81722E+18,San Francisco,CA,94117,5912,,No,2008/11/11 6:31,6,Tuesday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/11,127,7,0,0,83.67677165
859,853,4,0,2008,11,11,15:05,101.51,Swipe Transaction,-3.94565E+18,San Francisco,CA,94117,5411,,No,2008/11/11 15:05,15,Tuesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/11,127,7,0,0,83.67677165
860,854,4,0,2008,11,11,16:28,107.41,Swipe Transaction,-3.39554E+18,San Francisco,CA,94118,5311,,No,2008/11/11 16:28,16,Tuesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/11,127,5,0,0,83.67677165
861,855,4,0,2008,11,11,22:39,4.38,Swipe Transaction,1.91348E+18,Brentwood,CA,94513,5300,,No,2008/11/11 22:39,22,Tuesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/11,127,5,0,0,83.67677165
862,856,4,0,2008,11,12,9:35,47.03,Swipe Transaction,1.91348E+18,Brentwood,CA,94513,5300,,No,2008/11/12 9:35,9,Wednesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/12,131,4,0,0,83.40128788
863,857,4,0,2008,11,12,15:20,132.59,Swipe Transaction,1.91348E+18,Brentwood,CA,94513,5300,,No,2008/11/12 15:20,15,Wednesday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/12,131,4,0,0,83.40128788
864,858,4,0,2008,11,13,9:42,58.77,Swipe Transaction,-6.76107E+18,San Francisco,CA,94118,5310,,No,2008/11/13 9:42,9,Thursday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/13,133,4,0,0,83.58455224
865,859,4,0,2008,11,13,15:09,91.55,Swipe Transaction,-4.19143E+18,San Francisco,CA,94117,7538,,No,2008/11/13 15:09,15,Thursday,Business Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/13,133,2,0,0,83.58455224
866,860,4,0,2008,11,13,22:09,5.25,Swipe Transaction,5.43259E+18,San Francisco,CA,94117,5912,,No,2008/11/13 22:09,22,Thursday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/13,133,3,0,0,83.58455224
867,861,4,0,2008,11,14,9:47,138.67,Swipe Transaction,-3.94565E+18,San Francisco,CA,94117,5411,,No,2008/11/14 9:47,9,Friday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/14,136,3,0,0,82.55791367
868,862,4,0,2008,11,14,11:12,26.28,Swipe Transaction,-4.66778E+18,San Francisco,CA,94117,5310,,No,2008/11/14 11:12,11,Friday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/14,136,3,0,0,82.55791367
869,863,4,0,2008,11,14,18:10,13.47,Online Transaction,-5.21142E+17, ONLINE,,,5815,,No,2008/11/14 18:10,18,Friday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/14,136,4,0,0,82.55791367
870,864,4,0,2008,11,14,19:36,31.63,Swipe Transaction,-5.62484E+18,San Francisco,CA,94122,7832,,No,2008/11/14 19:36,19,Friday,Business Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/14,136,4,0,0,82.55791367
871,865,4,0,2008,11,15,8:52,120,Swipe Transaction,-4.28247E+18,San Francisco,CA,94118,4829,,No,2008/11/15 8:52,8,Saturday,Utility Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/15,140,5,0,0,82.19414286
872,866,4,0,2008,11,15,14:42,26.16,Online Transaction,8.88671E+18, ONLINE,,,5192,,No,2008/11/15 14:42,14,Saturday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/15,140,5,0,0,82.19414286
873,867,4,0,2008,11,16,6:47,104.17,Swipe Transaction,9.05774E+18,San Francisco,CA,94118,5311,,No,2008/11/16 6:47,6,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/16,142,4,0,0,80.81246575
874,868,4,0,2008,11,16,7:32,41.11,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/16 7:32,7,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/16,142,3,0,0,80.81246575
875,869,4,0,2008,11,16,7:53,-77,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/16 7:53,7,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/16,142,4,0,0,80.81246575
876,870,4,0,2008,11,16,7:54,77,Swipe Transaction,1.12925E+17,San Francisco,CA,94117,5541,,No,2008/11/16 7:54,7,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/16,142,5,0,0,80.81246575
877,871,4,0,2008,11,16,9:48,95.67,Online Transaction,-7.42109E+18, ONLINE,,,5311,,No,2008/11/16 9:48,9,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/16,142,6,0,0,80.81246575
878,872,4,0,2008,11,16,15:04,109.98,Swipe Transaction,1.91348E+18,Brentwood,CA,94513,5300,,No,2008/11/16 15:04,15,Sunday,Retail Outlet Services,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/16,142,6,0,0,80.81246575
879,873,4,0,2008,11,17,15:42,82.6,Swipe Transaction,5.81722E+18,San Francisco,CA,94117,5912,,No,2008/11/17 15:42,15,Monday,Miscellaneous Stores,Kyle Peterson,43,70,1976,9,Male,9620 Valley Stream Drive,,San Francisco,CA,94117,37.76,-122.44,"$53,797 ","$109,687 ","$183,855 ",675,1,4,4_0,1,2008/11/17,148,6,0,0,81.10993243
